"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000179172.7",1.68335482409739,-0.0185805328322919,0.0375410254206041,-0.494939406266035,0.620642893319455,0.836851580366716
"ENSG00000125944.14",3216.40096317924,-0.105380195894655,0.0411256386198085,-2.56239658352437,0.0103952541182949,0.284433241008338
"ENSG00000188529.10",495.752067647625,-0.0517162128378239,0.0417268757351187,-1.23939815590598,0.215198084041273,0.56489497060834
"ENSG00000116350.11",3726.64701841405,0.0250170150139651,0.0235695960159516,1.06141042880132,0.288503419517215,0.667247545090254
"ENSG00000134644.11",2691.58899252796,-0.0390508283820633,0.0405847499714213,-0.962204483446659,0.335946897445132,0.716629657690082
"ENSG00000183431.7",1667.20901507621,-0.00651341286346642,0.0296390833806324,-0.219757567392337,0.826059968074249,0.90567962978579
"ENSG00000134748.12",1134.39995813784,0.0834732696320353,0.0369038350702209,2.26191314461496,0.0237027700840282,0.284433241008338
"ENSG00000116754.9",6014.29398321028,0.00753317985783731,0.0361221365780914,0.208547460683881,0.834801528899445,0.90567962978579
"ENSG00000117569.14",670.093548610971,0.0123897451267272,0.0357226100527886,0.346832023427696,0.728717517491148,0.851013113228515
"ENSG00000134186.7",2018.35213342064,0.0206157828201357,0.029738348166675,0.693239002536055,0.488159575474985,0.815028825065568
"ENSG00000143368.9",1230.38603745295,-0.0317859284134297,0.0302841380147374,-1.04958999981976,0.293906656765945,0.667247545090254
"ENSG00000117360.8",1692.84703962115,0.0486427301046287,0.042030837503725,1.15731051279475,0.247145519947106,0.610594813986967
"ENSG00000159409.10",8.14063121562288,0.0376079949956153,0.0450594766025968,0.834630089632419,0.403926015036401,0.77113148325131
"ENSG00000153187.12",7397.3111928377,-0.0410008490549278,0.0307243903180867,-1.33447234039308,0.182049105824816,0.527314651354638
"ENSG00000055917.11",3633.20015017718,0.0273419593939676,0.0366196088539733,0.746648045941674,0.455276038363569,0.813684834522123
"ENSG00000143889.11",850.935287326671,-0.0417753782773193,0.0372178863691699,-1.12245434528288,0.261669308813245,0.628006341151789
"ENSG00000115875.14",2714.73501450521,0.052346144759399,0.0435345759911258,1.20240391844104,0.229207071770035,0.583436182687363
"ENSG00000196504.11",1827.50439347257,-0.05091257261258,0.0314740187550472,-1.61760635045741,0.105747459641801,0.447596593983655
"ENSG00000170144.14",7319.18599932088,0.0376738296282595,0.037265454543162,1.01095854297509,0.312036272298923,0.689764391397619
"ENSG00000115524.11",11630.4952337166,0.0172961852854137,0.0330784412656008,0.522883927526552,0.601055030004507,0.833118079764042
"ENSG00000004534.10",6851.50868598194,0.0983478547265973,0.049902938261631,1.97078284671294,0.0487487195520379,0.309710929899436
"ENSG00000003756.12",4177.33268328844,0.0387667770371956,0.0441509498489371,0.87805080456562,0.379916148653522,0.74216177876502
"ENSG00000136527.13",2437.98856245569,-0.00606972085939868,0.0350594641876194,-0.173126458148841,0.862552028367419,0.90567962978579
"ENSG00000138668.14",4432.14550538051,0.0416045250258853,0.0213761932447314,1.94630187655791,0.0516184883165726,0.309710929899436
"ENSG00000152795.13",8100.94650813013,0.0416214854234943,0.0326765027004215,1.27374357669425,0.202754307409148,0.549398768463498
"ENSG00000109381.15",1363.15254885584,-0.014656209536927,0.0346787293404991,-0.422628216651841,0.672566536323579,0.836851580366716
"ENSG00000177733.4",3435.74247231949,0.047683745242332,0.0327345560024884,1.45667915088591,0.145204967548762,0.526448825702424
"ENSG00000197451.6",3418.2091563286,-0.0548871550090139,0.0397165700058877,-1.38197117729142,0.16698055121809,0.526448825702424
"ENSG00000169045.13",8735.91286994016,0.0147296848055529,0.0348097168398778,0.423148653386307,0.672186806633803,0.836851580366716
"ENSG00000112739.12",2953.0610340865,0.00772225933862772,0.0290171420973589,0.266127495006843,0.790141020346959,0.896916833907359
"ENSG00000204576.7",275.368533651389,0.0834591224246211,0.0480516633012777,1.73686229967407,0.0824114793074033,0.432660266363867
"ENSG00000096063.10",859.455151897226,-0.0188182469739327,0.0401789523095367,-0.468360818095948,0.639526582856201,0.836851580366716
"ENSG00000112081.12",6378.04943293744,0.0389292865653204,0.0419493764502215,0.928006322370851,0.353404290063323,0.724047813788271
"ENSG00000154548.8",24.936056190675,0.0168623734226854,0.0434149833337772,0.388399859399839,0.697720148257376,0.849398441356806
"ENSG00000169976.5",2055.93248448199,0.0369152591430736,0.0387890025964566,0.951693951172795,0.341252217947658,0.716629657690082
"ENSG00000112531.12",13045.9133775314,-0.0816498069527591,0.047810328589545,-1.70778594001577,0.0876760688675414,0.433222928521969
"ENSG00000164548.6",1861.62172395851,0.0616591728691336,0.044068441610619,1.39916844380255,0.161762477047202,0.526448825702424
"ENSG00000122566.16",25318.35567965,-0.0222166506388401,0.031659915541026,-0.701728045043298,0.482848779699749,0.815028825065568
"ENSG00000135250.12",933.793188970481,-0.13914436887153,0.0470063403846286,-2.96011916122344,0.00307520071334931,0.129158429960671
"ENSG00000104413.11",16.9105972161439,0.00465604595978784,0.0414281802202382,0.112388377549668,0.910515470313839,0.932723164711737
"ENSG00000179950.9",3729.2374810046,-0.00270511459391061,0.0357111237311127,-0.0757499151882981,0.939618063461613,0.950938763021392
"ENSG00000165119.14",12886.0389458176,-0.0163021889817215,0.0285402761895378,-0.571199412138049,0.567864476669688,0.815028825065568
"ENSG00000119314.11",1168.89814289749,0.0887086707823471,0.0485296789728502,1.82792618166658,0.0675606310873745,0.378339534089297
