"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000179172.7",2.26542939224523,0.0169093508262019,0.0259471011606764,0.651685547510352,0.514604047827281,0.994575621509004
"ENSG00000125944.14",5080.45892558485,0.0545505646808743,0.033917906444279,1.60831166777617,0.107766936530755,0.994575621509004
"ENSG00000188529.10",449.098175111419,0.0135073913033516,0.0430063832301621,0.314078755031843,0.753461224723068,0.994575621509004
"ENSG00000116350.11",4169.82808551444,0.00747882810014754,0.027862458801286,0.268419530145788,0.788376408042548,0.994575621509004
"ENSG00000134644.11",3855.52328437617,-0.0343380196142217,0.0343289706360601,-1.00026359596556,0.31718295966219,0.994575621509004
"ENSG00000183431.7",2080.30325670816,-0.0389964672321943,0.0273492428454296,-1.42587008542034,0.153905845787934,0.994575621509004
"ENSG00000134748.12",2462.06610036765,-0.000494083648058571,0.042053395852183,-0.0117489595797511,0.990625902210014,0.994575621509004
"ENSG00000116754.9",7572.51887446706,-0.0371311239759316,0.0390747173882074,-0.950259565719538,0.341980378834726,0.994575621509004
"ENSG00000117569.14",1933.94468503349,-0.00202988206073595,0.0392190138358738,-0.051757600770655,0.958721839924431,0.994575621509004
"ENSG00000134186.7",2724.4012405646,-0.00448321843133741,0.0362999827864164,-0.123504698548095,0.901707453874467,0.994575621509004
"ENSG00000143368.9",1315.14878711928,0.0356365972320882,0.0401431883940622,0.887737089596983,0.374682190048855,0.994575621509004
"ENSG00000117360.8",2254.64557493442,-0.0605096776648961,0.0395397529226274,-1.53035042437679,0.125930013181328,0.994575621509004
"ENSG00000159409.10",6755.64227834337,0.00782778420003521,0.0385326818035196,0.20314662342864,0.839020431175006,0.994575621509004
"ENSG00000153187.12",11935.6901783606,-0.0339750796263656,0.0272605222164771,-1.24631066699926,0.21265036323145,0.994575621509004
"ENSG00000055917.11",4658.3587373438,-0.0176836571164052,0.0369678356774261,-0.478352513539316,0.632399325873862,0.994575621509004
"ENSG00000143889.11",1460.2428573653,0.00191126117415776,0.037622434275019,0.0508011034104412,0.959484011619865,0.994575621509004
"ENSG00000115875.14",3822.44250288773,-0.0182790879863899,0.0353841841510826,-0.516589217045171,0.605442944536994,0.994575621509004
"ENSG00000196504.11",2307.48810178447,0.0128849301459513,0.0422927685628187,0.304660361187112,0.760624842378595,0.994575621509004
"ENSG00000170144.14",11390.2012275469,-0.0178100984717844,0.0309167659998922,-0.576066024235732,0.564570555286707,0.994575621509004
"ENSG00000115524.11",10626.0964007844,-0.0279868345771589,0.0352098307711493,-0.794858537067752,0.426695795484599,0.994575621509004
"ENSG00000004534.10",6435.08617897856,0.00838604385466708,0.0444814899890055,0.188528843272558,0.850462107227641,0.994575621509004
"ENSG00000003756.12",5029.03074945563,-0.0258405142265334,0.0412830122186892,-0.625935774493587,0.531357068424915,0.994575621509004
"ENSG00000136527.13",3310.77458327562,-0.0031523869433848,0.0402312752838931,-0.0783566248183756,0.937544375780882,0.994575621509004
"ENSG00000138668.14",4630.58449410505,-0.00891509895975953,0.027125557493799,-0.328660487873753,0.742412322725967,0.994575621509004
"ENSG00000152795.13",12096.1733211913,-0.000264278934614568,0.0388731091851526,-0.00679850261927358,0.994575621509004,0.994575621509004
