"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000179172.7",1.99065439913542,-0.0258474171997479,0.045401531642229,-0.569307163543059,0.569147706231237,0.81331507283948
"ENSG00000125944.14",8846.12327291456,0.0373027546552952,0.0383117203844253,0.9736643064053,0.3302232454169,0.748664099272298
"ENSG00000188529.10",928.443263268197,-0.00208772800564014,0.063528219470216,-0.0328630020335913,0.973783836949106,0.973783836949106
"ENSG00000116350.11",7958.68247496098,0.0141633638512517,0.035637374838188,0.3974300552597,0.691050355760903,0.870338406248158
"ENSG00000134644.11",7309.80158450305,-0.0067214288297099,0.0453232720054934,-0.148299726217808,0.882106231417391,0.945218754107353
"ENSG00000183431.7",3585.68647225227,0.0579847465584998,0.035275830163294,1.64375285542777,0.100227263186321,0.526193131728187
"ENSG00000134748.12",4196.78057526139,-0.0540554842507825,0.0388175144088802,-1.39255398172574,0.163754706997131,0.643180732032444
"ENSG00000116754.9",25349.3228519363,0.0259602460518213,0.0520109350415963,0.499130539204098,0.617687424466553,0.833023961709571
"ENSG00000117569.14",3281.5236630219,-0.0232574245182524,0.0417915153628299,-0.556510677259097,0.577861797350029,0.81331507283948
"ENSG00000134186.7",11817.8890130976,-0.0238281265878173,0.0376084218697754,-0.633584856879282,0.526351785999621,0.81331507283948
"ENSG00000143368.9",2104.62518274208,0.0192202162275606,0.0527569463895294,0.364316313640457,0.715621819203519,0.870338406248158
"ENSG00000117360.8",5615.78562435368,-0.106450064960744,0.0434901692702004,-2.44768109085479,0.0143778852752741,0.172534623303289
"ENSG00000159409.10",14716.971562705,0.0363297201538696,0.0473384700732039,0.767446013732374,0.442816379549697,0.774928664211969
"ENSG00000153187.12",20341.8298744127,-0.0272376231761713,0.042332057378062,-0.643427814833465,0.519946539905293,0.81331507283948
"ENSG00000055917.11",12485.0355434112,-0.0111082164555238,0.0448374411647773,-0.247744210350924,0.804332323016122,0.90721243810705
"ENSG00000143889.11",3169.06573634063,0.0193223613670737,0.0455680447646505,0.424033145746536,0.671541640489506,0.867838427709516
"ENSG00000115875.14",6354.00879172056,-0.080186454361443,0.039058777478251,-2.05296887251766,0.0400755965118748,0.258950008230576
"ENSG00000196504.11",3761.67325659496,0.00520991300315588,0.0490273555361896,0.10626542970098,0.915371759348727,0.949274417102383
"ENSG00000170144.14",26523.893737074,0.0209575568206241,0.0355565735971313,0.589414409219535,0.55558331283111,0.81331507283948
"ENSG00000115524.11",24468.0729831097,-0.0282764786415022,0.0415238276519937,-0.680969945219984,0.495890507940904,0.81331507283948
"ENSG00000004534.10",16046.0003441817,0.030677799686113,0.0558031940670133,0.549749887959325,0.58249093414954,0.81331507283948
"ENSG00000003756.12",11758.7894756745,-0.0118639199761238,0.0381150745756626,-0.311265820891223,0.755598548525443,0.88153163994635
"ENSG00000136527.13",5833.41978248809,-0.0442593648837389,0.0425108610317637,-1.04113075598889,0.297814867091881,0.716463753092681
"ENSG00000138668.14",9276.49079951816,-0.00240083812941292,0.0347277587875557,-0.069133114638922,0.944883662405083,0.956267802915988
"ENSG00000152795.13",23726.0455289875,0.0544424953137359,0.0449744884589523,1.21051950070372,0.226079612566096,0.643180732032444
"ENSG00000109381.15",2522.31444462012,-0.0279201000726936,0.0338988210949609,-0.823630414594093,0.410149588879615,0.765612565908614
"ENSG00000177733.4",8839.43742504636,0.0723019083004376,0.0398958393939119,1.81226687792088,0.0699449698006758,0.391691830883784
"ENSG00000197451.6",2917.32303214814,0.0964150526092041,0.0498361725838676,1.93463999361007,0.0530344886753132,0.318206932051879
"ENSG00000169045.13",20823.0399658815,0.0276902365891672,0.0333483124548849,0.830333967472202,0.406349988304076,0.765612565908614
"ENSG00000112739.12",7910.87710439137,-0.0115589136401886,0.0480796626322757,-0.240411704395554,0.810011105452723,0.90721243810705
"ENSG00000204576.7",1640.36178244894,-0.0576679125338342,0.0480120660313428,-1.20111291391185,0.229707404297301,0.643180732032444
"ENSG00000096063.10",3380.47153449336,0.05949264291842,0.0491983515184165,1.20924057579755,0.226570433278087,0.643180732032444
"ENSG00000112081.12",9958.37993262381,-0.0517466232275824,0.0467488212156405,-1.1069075515057,0.268333900641295,0.704376489183401
"ENSG00000154548.8",650.247919438179,-0.11930513899707,0.0572277311795622,-2.08474347205429,0.0370925923291978,0.258950008230576
"ENSG00000169976.5",1327.24790556278,0.0601878763706111,0.057538280126118,1.04604927777969,0.295538281639532,0.716463753092681
"ENSG00000112531.12",7223.64527455379,-0.147676052459048,0.064484800895703,-2.2900908494375,0.0220160507163988,0.231168532522187
"ENSG00000164548.6",6654.60192729391,-0.0678778980583602,0.0526460027355907,-1.28932672057307,0.197284525270277,0.643180732032444
"ENSG00000122566.16",51623.823980863,0.0350129102562769,0.0365947581814996,0.956773920533176,0.33868137824223,0.748664099272298
"ENSG00000135250.12",5954.57438034441,0.0260376230797851,0.054799530298124,0.475143179843578,0.634684923207292,0.833023961709571
"ENSG00000104413.11",4.46734651617622,0.0514154596757316,0.0453851235404429,1.13287032544739,0.257268713258805,0.697115223023859
"ENSG00000179950.9",5611.85202882032,0.1120911431487,0.0429180750320167,2.61174675390452,0.00900809547523662,0.136131118472568
"ENSG00000165119.14",23854.4888372496,0.0579281966342449,0.0428450936581482,1.35203804422606,0.176363145206024,0.643180732032444
"ENSG00000119314.11",2195.01977882356,-0.0392409244953581,0.0496515961011699,-0.790325539896058,0.429337675015375,0.774928664211969
"ENSG00000136875.8",1570.08564370394,-0.0376460101852984,0.041425860102622,-0.908756271856275,0.363478793411152,0.765612565908614
"ENSG00000165630.9",182.66205910475,-0.0521205428642327,0.0510275753510001,-1.02141915436339,0.307055894182578,0.716463753092681
"ENSG00000169813.12",3890.37493537353,0.0116542947024316,0.0326741953491322,0.3566819191078,0.721329942853676,0.870338406248158
"ENSG00000096746.13",14222.9289488819,-0.0190376439579281,0.0271832110341372,-0.700345663138187,0.483711461215627,0.81331507283948
"ENSG00000110107.4",8610.21842803934,0.141918783277284,0.042279360043473,3.35669184990876,0.000788809738450639,0.0662600180298536
"ENSG00000214753.2",18307.0159640091,0.0868863227705699,0.0310516000531594,2.79812707305979,0.00513998865008797,0.107939761651847
"ENSG00000168066.16",22663.5121431619,0.0317622910103058,0.0365749880282342,0.868415622878312,0.385166845312355,0.765612565908614
"ENSG00000087365.10",14418.3556622812,0.130346284865974,0.0581269292915147,2.24244229748091,0.0249328006968079,0.232706139836874
"ENSG00000180771.10",2399.63778231216,-0.0183155518184145,0.0521204201962324,-0.351408368341177,0.725282005206798,0.870338406248158
