"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000179172.7",2.18065665211501,-0.0252852102715356,0.0188912978065947,-1.33845808426719,0.18074715535794,0.442655404611861
"ENSG00000125944.14",6949.27745025633,0.0640949950990332,0.022827944736144,2.80774269606278,0.00498900711745749,0.0419076597866429
"ENSG00000188529.10",1479.67783730917,0.0523247719988019,0.0270341335648595,1.93550763790028,0.0529280323059367,0.221156009901113
"ENSG00000116350.11",9422.49410804271,-0.0119123746285067,0.0216063162638051,-0.551337603461,0.581402265466701,0.827759157613608
"ENSG00000134644.11",6387.53924459203,0.00437399403520183,0.0210679846099965,0.207613310725812,0.835530910366179,0.932680735839857
"ENSG00000183431.7",3343.12547994854,-0.013867605054527,0.0195524561841426,-0.709251304486945,0.478168541046453,0.743817730516704
"ENSG00000134748.12",3472.07645052792,0.0250944554360602,0.0160473065638046,1.56377989890601,0.117869266451689,0.353607799355068
"ENSG00000116754.9",25228.8950119167,-0.0476988417979665,0.0278589785459279,-1.71215329088003,0.0868684227184808,0.304039479514683
"ENSG00000117569.14",2212.11195241347,0.0219188500993167,0.0297777691065456,0.736081001262738,0.461681404123538,0.731721470686362
"ENSG00000134186.7",6084.05037019863,-0.061737905702024,0.021851759517861,-2.82530592795336,0.00472354927332692,0.0419076597866429
"ENSG00000143368.9",3016.83182495883,0.0080452037476001,0.0274280920629552,0.293319846277827,0.769277685317735,0.932680735839857
"ENSG00000117360.8",6405.085985505,0.000174754476776091,0.0267801611512074,0.00652551998434156,0.994793425304727,0.994793425304727
"ENSG00000159409.10",24.6808314778886,0.0708462125087356,0.0167437000283556,4.2312160626837,2.32431268406442e-05,0.000650807551538038
"ENSG00000153187.12",15253.9490219075,0.019330718263721,0.0197401583604961,0.979258520154809,0.327452260159852,0.63967418263785
"ENSG00000055917.11",8536.18195850428,0.0157635256924511,0.0245336404991279,0.642526969978689,0.5205310837056,0.780796625558399
"ENSG00000143889.11",2350.52374854817,0.0675824946707913,0.0245366941490487,2.75434393322344,0.00588099306799726,0.0449094016101609
"ENSG00000115875.14",8920.55461096002,-0.0250547333275539,0.0262157992505082,-0.955711213995057,0.339218155377545,0.647598296629858
